Client_ID,Total_Points,Fuel_Type,Lubricant_Amount_MAD,Shop_Amount_MAD,Restaurant_Amount_MAD,Butagaz_Units,Points_Redeemed,Estimated_Earned_Points,Loyalty_Ratio,Churned
C36484,15550,FuelSave,111,675,377,3,13476,11833.0,0.8666237942122187,1
C36485,18878,V-Power,361,808,415,1,8358,27984.0,0.44273757813327685,0
C36486,17718,V-Power Sans Plomb,255,935,363,2,15169,8125.5,0.8561350039507846,1
C36487,5770,V-Power Sans Plomb,373,10,276,3,5153,2501.5,0.8930675909878683,1
C36488,14772,V-Power Diesel,70,88,441,3,4584,26369.0,0.3103168155970755,1
C36489,15026,FuelSave,404,439,424,2,9992,26637.0,0.6649807001197924,0
C36490,15242,FuelSave,224,975,6,0,10745,23690.0,0.7049599790053799,0
C36491,10606,FuelSave,394,471,258,3,9153,8688.0,0.8630020742975674,1
C36492,11293,V-Power Sans Plomb,5,23,327,4,8455,7850.0,0.7486938811653236,0
C36493,2001,V-Power,419,330,262,1,1807,1596.0,0.9030484757621189,1
C36494,15795,V-Power Sans Plomb,74,811,143,3,7214,22780.5,0.45672681228236783,0
C36495,16053,V-Power Sans Plomb,54,749,20,2,11070,13480.5,0.6895907307045412,0
C36496,12013,V-Power,33,87,142,3,10216,5054.5,0.8504120536085907,1
C36497,4636,V-Power Sans Plomb,477,528,292,3,3024,5627.0,0.6522864538395168,0
C36498,15205,V-Power Diesel,200,489,413,3,6653,22782.0,0.43755343636961525,0
C36499,16903,V-Power Diesel,326,571,376,0,14118,8235.5,0.8352363485771757,0
C36500,17916,V-Power Diesel,429,36,438,4,12309,15320.5,0.6870395177494977,0
C36501,9516,V-Power Diesel,292,633,56,1,6524,8561.0,0.6855821773854561,0
C36502,14447,V-Power Diesel,443,487,173,4,11778,8175.5,0.8152557624420295,0
C36503,12353,FuelSave,401,360,253,4,5155,37404.0,0.41730753663077796,0
C36504,14853,V-Power Sans Plomb,48,657,219,1,13830,3581.5,0.9311250252474248,1
C36505,1247,V-Power,92,216,454,4,1001,1777.0,0.8027265437048917,0
C36506,11058,FuelSave,340,307,476,2,7225,20488.0,0.6533731235304757,0
C36507,16571,V-Power,397,7,223,0,11739,12707.0,0.7084062518858246,0
C36508,7504,V-Power Sans Plomb,271,703,212,4,3369,11923.5,0.44896055437100213,0
C36509,17851,FuelSave,153,294,455,1,5451,63002.0,0.3053610441992045,1
C36510,16141,V-Power,116,847,174,1,12011,11562.0,0.7441298556471099,0
C36511,4047,V-Power Diesel,222,540,495,4,3631,2697.0,0.8972078082530269,1
C36512,19682,FuelSave,306,840,69,1,14299,28230.0,0.7265013718118077,0
C36513,3515,V-Power Diesel,74,902,477,2,1889,5718.0,0.5374110953058322,0
C36514,18688,FuelSave,351,589,322,0,15507,17167.0,0.8297838184931506,0
C36515,2523,V-Power Sans Plomb,345,920,462,2,919,5937.0,0.36424891002774473,1
C36516,9092,FuelSave,318,420,91,1,8531,3734.0,0.9382974043114827,1
C36517,11012,V-Power Sans Plomb,416,210,314,1,6486,12355.0,0.588993824918271,0
C36518,3824,FuelSave,59,321,251,3,3163,4236.0,0.8271443514644351,0
C36519,18761,V-Power Sans Plomb,164,786,15,2,16565,6655.0,0.8829486701135334,1
C36520,11379,V-Power Diesel,394,193,220,4,6376,13714.5,0.5603304332542403,0
C36521,4175,V-Power Sans Plomb,147,727,27,4,3497,2996.0,0.8376047904191617,0
C36522,10611,V-Power Diesel,204,969,196,2,5771,13669.0,0.543869569314862,0
C36523,16889,FuelSave,417,945,29,1,7673,47571.0,0.45431937947776657,0
C36524,6033,FuelSave,187,55,177,2,5014,5714.0,0.8310956406431295,0
C36525,10213,FuelSave,352,652,185,4,4447,30419.0,0.435425438167042,0
C36526,5675,FuelSave,313,356,11,0,2872,14695.0,0.506079295154185,0
C36527,4378,V-Power Diesel,170,768,168,1,2621,5598.5,0.5986751941525811,0
C36528,9513,V-Power,195,654,257,1,5349,11616.0,0.5622831914222642,0
C36529,3593,V-Power,53,436,277,2,1769,5526.0,0.4923462287781798,0
C36530,15276,V-Power Sans Plomb,455,390,292,0,5729,25004.5,0.3750327310814349,1
C36531,11804,FuelSave,113,999,187,1,5691,31964.0,0.48212470349034225,0
C36532,17741,FuelSave,443,79,436,2,11254,33593.0,0.6343498111718618,0
C36533,8118,V-Power,266,6,334,2,2629,14528.5,0.3238482384823848,1
C36534,8477,V-Power,193,849,305,3,3892,13109.5,0.4591246903385632,0
C36535,3050,FuelSave,21,219,209,1,2028,5659.0,0.6649180327868852,0
C36536,1725,FuelSave,3,190,260,1,1126,3548.0,0.6527536231884058,0
C36537,16511,V-Power,41,909,96,4,14473,6541.0,0.8765671370601418,1
C36538,9345,V-Power Diesel,472,464,171,4,4713,13087.0,0.5043338683788122,0
C36539,7953,FuelSave,51,278,258,1,3878,21062.0,0.4876147365773922,0
C36540,10031,V-Power,43,568,50,3,5456,12398.5,0.543913867012262,0
C36541,5056,V-Power Diesel,253,790,156,1,3869,4266.5,0.7652294303797469,0
C36542,3217,V-Power,369,279,225,3,1347,5848.0,0.41871308672676405,0
C36543,3892,FuelSave,398,340,127,1,1487,12990.0,0.38206577595066804,1
C36544,13986,V-Power Sans Plomb,75,341,391,1,6692,19142.0,0.47847847847847846,0
C36545,9754,V-Power,352,217,474,3,6632,9148.0,0.6799261841295878,0
C36546,6622,V-Power Sans Plomb,415,35,428,0,2129,12110.5,0.3215040773180308,1
C36547,11224,V-Power Sans Plomb,69,950,411,1,9347,6222.5,0.8327690662865289,0
C36548,10300,FuelSave,106,924,262,2,5319,26397.0,0.5164077669902912,0
C36549,17965,V-Power Diesel,256,198,243,0,7662,26454.5,0.42649596437517395,0
C36550,7139,V-Power Sans Plomb,485,567,389,0,5977,4346.0,0.837232105336882,0
C36551,13945,V-Power Diesel,103,80,307,2,12753,3670.0,0.9145213338114019,1
C36552,5250,FuelSave,229,629,5,1,1633,19048.0,0.3110476190476191,1
C36553,14320,FuelSave,19,650,277,2,10644,19526.0,0.7432960893854749,0
C36554,3154,FuelSave,235,356,406,2,1680,8567.0,0.5326569435637286,0
C36555,17039,V-Power Diesel,113,310,248,1,11579,14421.0,0.679558659545748,0
C36556,3569,V-Power,324,536,91,2,2425,4011.0,0.6794620341832446,0
C36557,18847,V-Power Sans Plomb,36,552,473,3,17302,5223.5,0.9180240887143842,1
C36558,14213,FuelSave,359,303,443,1,11202,16260.0,0.7881516921128544,0
C36559,8163,V-Power Sans Plomb,178,562,160,0,4900,9057.5,0.6002695087590346,0
C36560,6803,V-Power Diesel,1,7,492,0,5422,3952.5,0.7970013229457592,0
C36561,6642,V-Power Diesel,77,387,471,1,3731,8312.5,0.5617283950617284,0
C36562,10168,V-Power Sans Plomb,400,420,398,1,3231,18660.5,0.3177616050354052,1
C36563,4255,V-Power,49,968,266,3,1791,7743.0,0.4209165687426557,0
C36564,15929,FuelSave,209,356,232,4,8229,39697.0,0.516604934396384,0
C36565,1330,V-Power,144,717,20,3,777,2563.5,0.5842105263157895,0
C36566,14125,V-Power Sans Plomb,103,303,85,4,6577,19761.0,0.4656283185840708,0
C36567,7074,FuelSave,414,13,482,3,5334,9909.0,0.7540288379983037,0
C36568,14193,FuelSave,55,150,267,3,4335,50062.0,0.305432255337138,1
C36569,6621,V-Power Sans Plomb,361,32,396,3,5278,4446.5,0.7971605497658963,0
C36570,16026,FuelSave,286,114,226,4,11701,22651.0,0.7301260451765881,0
C36571,1842,V-Power,291,209,167,4,1142,2817.0,0.6199782844733985,0
C36572,10856,V-Power Diesel,274,121,179,3,9515,4226.5,0.8764738393515107,1
C36573,11436,V-Power Diesel,316,937,497,0,3651,21212.5,0.31925498426023086,1
C36574,12990,V-Power Sans Plomb,415,457,279,3,4343,23068.5,0.33433410315627404,1
C36575,2344,V-Power Diesel,336,332,177,4,1082,4400.0,0.4616040955631399,0
C36576,13749,V-Power Diesel,343,109,258,4,7833,15900.0,0.569714161029893,0
C36577,17345,V-Power Sans Plomb,236,23,215,3,13591,10159.0,0.783568751801672,0
C36578,19875,V-Power Sans Plomb,487,831,185,1,18508,5020.5,0.9312201257861635,1
C36579,700,FuelSave,131,375,121,3,258,3137.0,0.36857142857142855,1
C36580,17399,V-Power Sans Plomb,324,241,419,4,14266,9216.5,0.8199321800103454,0
C36581,6371,V-Power,499,749,379,3,2165,12442.0,0.3398210641971433,1
C36582,14017,V-Power Sans Plomb,372,919,375,4,11477,8416.0,0.8187914675037454,0
C36583,4196,FuelSave,302,431,332,0,2172,11185.0,0.5176358436606292,0
C36584,9967,FuelSave,122,175,182,3,9034,5444.0,0.9063910905989766,1
C36585,18513,V-Power Sans Plomb,499,245,369,1,11814,17960.5,0.6381461675579323,0
C36586,4989,V-Power,40,745,282,3,3546,4974.5,0.7107636800962117,0
C36587,2516,FuelSave,384,372,265,2,2035,3626.0,0.8088235294117647,0
C36588,8858,V-Power,89,834,232,0,7122,5495.0,0.8040189659065252,0
C36589,1475,FuelSave,425,851,278,2,767,5294.0,0.52,0
C36590,7805,V-Power Diesel,194,130,436,3,4074,10387.5,0.5219730941704036,0
C36591,17743,FuelSave,22,740,112,3,15415,12814.0,0.8687933269458378,1
C36592,709,FuelSave,268,122,422,2,455,2282.0,0.6417489421720733,0
C36593,13555,FuelSave,213,393,315,3,4081,48591.0,0.3010697159719661,1
C36594,10300,FuelSave,222,985,267,1,6471,20719.0,0.6282524271844661,0
C36595,713,FuelSave,316,100,273,2,493,1989.0,0.6914446002805049,0
C36596,6282,V-Power Sans Plomb,327,59,109,1,2503,10042.5,0.3984399872652022,1
C36597,7902,V-Power Sans Plomb,413,463,338,4,6548,4999.0,0.8286509744368514,0
C36598,803,V-Power,173,745,357,3,323,2775.0,0.40224159402241594,0
C36599,17744,V-Power Diesel,459,643,385,2,9129,23224.5,0.5144837691614067,0
C36600,18739,V-Power Sans Plomb,85,177,296,0,6510,31130.5,0.34740381023533806,1
C36601,7451,V-Power Diesel,298,612,195,0,6398,3737.5,0.8586766876929272,1
C36602,12153,V-Power,14,831,375,4,9293,8770.0,0.7646671603719246,0
C36603,2667,V-Power,29,616,40,2,1964,2642.5,0.7364079490063742,0
C36604,6459,FuelSave,443,928,223,4,4745,10564.0,0.7346338442483357,0
C36605,18517,V-Power Sans Plomb,407,35,18,2,14892,9722.5,0.804233947183669,0
C36606,2974,FuelSave,112,756,177,1,2759,2220.0,0.9277067921990585,1
C36607,14355,FuelSave,126,568,352,2,10613,19956.0,0.7393242772553117,0
C36608,2877,V-Power,24,507,471,0,2021,3142.0,0.7024678484532499,0
C36609,4775,FuelSave,308,801,105,2,3239,9094.0,0.6783246073298429,0
C36610,12974,V-Power,441,457,280,2,4404,22803.0,0.3394481270232773,1
C36611,10052,V-Power Sans Plomb,1,598,300,1,8467,4961.5,0.8423199363310784,0
C36612,7775,V-Power Sans Plomb,64,940,60,4,6422,4846.5,0.8259807073954983,0
C36613,15985,FuelSave,339,957,423,1,14932,7084.0,0.9341257428839537,1
C36614,1272,V-Power,428,16,253,4,958,1882.0,0.7531446540880503,0
C36615,12469,V-Power Sans Plomb,171,455,361,2,9196,9369.5,0.7375090223754912,0
C36616,18716,V-Power Diesel,153,990,320,4,6542,32298.0,0.34954050010686044,1
C36617,13845,V-Power Sans Plomb,391,353,378,2,5701,21682.0,0.4117732033224991,0
C36618,8105,V-Power,82,64,118,2,6509,4454.0,0.8030845157310302,0
C36619,1799,FuelSave,158,83,286,3,1376,2942.0,0.7648693718732629,0
C36620,16353,V-Power,334,504,195,3,14480,6015.5,0.8854644407753929,1
C36621,12597,FuelSave,105,99,349,0,4123,42923.0,0.3273001508295626,1
C36622,8837,V-Power Sans Plomb,307,964,75,2,4218,13093.5,0.4773113047414281,0
C36623,5663,FuelSave,257,154,202,3,4740,5528.0,0.8370121843545824,0
C36624,12634,FuelSave,449,237,403,1,6562,31549.0,0.519392116511002,0
C36625,2339,FuelSave,49,269,358,2,962,7761.0,0.4112868747327918,0
C36626,5094,FuelSave,377,225,492,0,2626,13434.0,0.5155084413034943,0
C36627,17686,V-Power Diesel,476,953,432,1,13014,13641.0,0.7358362546647066,0
C36628,10690,V-Power Diesel,224,857,209,2,5397,14722.5,0.5048643592142189,0
C36629,18202,FuelSave,393,606,483,0,14026,22362.0,0.7705746621250412,0
C36630,16859,V-Power,239,363,330,1,15430,4604.5,0.9152381517290468,1
C36631,5126,V-Power,45,769,385,3,3849,4691.5,0.7508778774873196,0
C36632,12490,V-Power Sans Plomb,185,108,391,1,11055,4371.5,0.8851080864691754,1
C36633,10950,V-Power Diesel,84,248,264,4,6567,11953.5,0.5997260273972602,0
C36634,3440,V-Power Sans Plomb,212,155,409,2,3102,1821.0,0.9017441860465116,1
C36635,7898,V-Power Sans Plomb,234,21,441,2,6059,5493.5,0.7671562420866042,0
C36636,5958,V-Power Diesel,268,821,96,0,2096,10840.0,0.3517959046659953,1
C36637,2552,FuelSave,434,263,390,0,1105,8322.0,0.43299373040752354,0
C36638,12544,V-Power,335,754,413,3,7045,15549.5,0.5616230867346939,0
C36639,6805,V-Power Sans Plomb,82,303,172,3,4116,7579.5,0.6048493754592211,0
C36640,8907,V-Power,471,186,232,1,6254,7621.5,0.7021443808240709,0
C36641,1285,FuelSave,185,597,137,1,993,2479.0,0.7727626459143969,0
C36642,7479,V-Power Sans Plomb,61,970,114,4,2390,14267.5,0.3195614386950127,1
C36643,2135,V-Power,278,510,448,2,952,4393.5,0.4459016393442623,0
C36644,14779,V-Power Diesel,259,886,312,1,4521,27202.0,0.30590703024561877,1
C36645,14772,V-Power Sans Plomb,158,256,348,4,9492,14362.0,0.6425670186839968,0
C36646,10991,FuelSave,391,624,59,1,9879,6734.0,0.8988263124374488,1
C36647,12444,V-Power Sans Plomb,233,965,362,1,5055,20132.5,0.4062198649951784,0
C36648,3609,V-Power Sans Plomb,408,469,386,3,1146,7720.5,0.3175394846217789,1
C36649,13015,V-Power,309,447,45,3,4429,22566.0,0.3402996542451018,1
C36650,5504,V-Power,214,183,159,0,3409,5793.5,0.6193677325581395,0
C36651,7945,V-Power Diesel,394,961,222,2,7145,3777.0,0.8993077407174324,1
C36652,784,FuelSave,219,632,323,3,385,3469.0,0.49107142857142855,0
C36653,12273,V-Power Diesel,44,409,29,2,4715,19577.0,0.3841766479263424,1
C36654,10702,V-Power,86,390,79,0,5884,12600.0,0.549803774995328,0
C36655,2913,FuelSave,44,636,41,4,2549,2941.0,0.8750429110882252,1
C36656,18527,V-Power Diesel,124,992,367,0,6995,30313.0,0.3775570788578831,1
C36657,7735,V-Power Sans Plomb,443,79,146,0,2901,12753.0,0.37504848093083387,1
C36658,9819,V-Power Diesel,447,652,423,4,4118,16174.5,0.41939097667786945,0
C36659,6835,FuelSave,244,287,243,2,2219,24054.0,0.3246525237746891,1
C36660,17527,V-Power Sans Plomb,492,386,469,0,7663,26007.0,0.4372111599246876,0
C36661,8717,V-Power,42,148,121,4,8157,2111.0,0.9357577148101411,1
C36662,10737,V-Power Sans Plomb,124,414,190,0,8703,5813.0,0.8105616093880972,0
C36663,16466,FuelSave,239,727,414,3,12977,19125.0,0.7881088303170168,0
C36664,4437,V-Power Sans Plomb,191,634,260,0,3303,3920.0,0.744421906693712,0
C36665,5307,V-Power Diesel,430,582,496,0,4601,3273.0,0.866968155266629,1
C36666,15450,V-Power Diesel,483,625,490,2,5559,26525.5,0.3598058252427184,1
C36667,6836,V-Power Sans Plomb,316,422,195,0,3500,9273.0,0.5119953188999414,0
C36668,7024,FuelSave,225,886,310,0,5320,9941.0,0.7574031890660592,0
C36669,17909,FuelSave,175,619,193,2,14645,17507.0,0.8177452677424758,0
C36670,6222,FuelSave,74,327,319,4,5209,6185.0,0.8371906139504982,0
C36671,17952,FuelSave,240,500,211,1,16826,6681.0,0.937277183600713,1
C36672,9630,V-Power Diesel,7,453,432,2,6411,9139.5,0.6657320872274143,0
C36673,4598,FuelSave,161,781,61,0,2039,13798.0,0.44345367551109177,0
C36674,15765,FuelSave,7,339,240,2,6977,44726.0,0.4425626387567396,0
C36675,10164,V-Power Sans Plomb,51,827,320,2,6918,9513.0,0.6806375442739079,0
C36676,14102,V-Power Sans Plomb,80,65,465,3,10691,9437.5,0.7581194156857184,0
C36677,11017,V-Power Diesel,469,717,99,1,7460,10277.5,0.6771353362984478,0
C36678,17059,V-Power Diesel,7,226,219,0,13058,10454.5,0.7654610469546866,0
C36679,8595,V-Power Diesel,317,728,20,1,4288,11932.5,0.4988947062245492,0
C36680,15117,FuelSave,320,110,391,4,9055,31531.0,0.5989945094926242,0
C36681,18027,V-Power Sans Plomb,141,657,261,1,9816,21686.5,0.54451655849559,0
C36682,8297,V-Power Sans Plomb,68,615,426,1,5301,8699.0,0.6389056285404363,0
C36683,1450,FuelSave,346,135,53,4,969,3339.0,0.6682758620689655,0
C36684,4936,V-Power,431,709,401,3,3680,4981.0,0.7455429497568882,0
C36685,3244,FuelSave,496,283,420,3,1062,12409.0,0.3273736128236745,1
C36686,16614,V-Power,86,840,206,4,13287,9849.5,0.7997472011556519,0
C36687,2420,FuelSave,139,24,239,4,2123,2287.0,0.8772727272727273,1
C36688,10376,V-Power Diesel,319,966,134,4,9193,4776.5,0.8859868928296067,1
C36689,6919,V-Power,499,930,167,3,4624,7633.5,0.6683046683046683,0
C36690,9660,V-Power,123,783,224,4,6942,8325.0,0.7186335403726708,0
C36691,6672,V-Power Diesel,285,595,417,2,4414,7142.0,0.6615707434052758,0
C36692,6430,V-Power,135,582,294,0,3708,7816.0,0.5766718506998445,0
C36693,4308,V-Power Sans Plomb,380,273,451,4,1573,8341.5,0.36513463324048284,1
C36694,13472,FuelSave,487,658,443,2,5484,41728.0,0.4070665083135392,0
C36695,12007,V-Power,321,257,459,2,5195,18267.0,0.4326642791704839,0
C36696,15156,V-Power Diesel,196,348,82,3,6907,21548.5,0.455727104776986,0
C36697,5238,FuelSave,204,731,430,3,4178,6965.0,0.7976326842306224,0
C36698,17988,V-Power,208,334,15,3,9942,20972.0,0.5527018012008005,0
C36699,14104,FuelSave,418,694,92,0,5519,44129.0,0.3913074305161656,1
C36700,14308,V-Power,78,93,434,1,10374,10540.0,0.7250489236790607,0
C36701,11197,V-Power Sans Plomb,395,707,72,3,5653,15334.0,0.504867375189783,0
C36702,13534,V-Power Diesel,482,775,482,3,9778,11429.0,0.7224767252844687,0
C36703,4384,V-Power Sans Plomb,105,722,334,0,1567,8203.5,0.3574361313868613,1
C36704,1232,V-Power Sans Plomb,111,413,134,1,381,2885.5,0.3092532467532468,1
C36705,16541,V-Power,114,409,261,1,15275,4049.0,0.9234629103439937,1
C36706,18465,V-Power Sans Plomb,66,328,410,0,6993,29484.0,0.3787164906580016,1
C36707,19311,V-Power Diesel,137,618,393,1,5911,34748.0,0.30609497177774325,1
C36708,17207,FuelSave,385,635,188,4,15164,11823.0,0.8812692508862672,1
C36709,4199,FuelSave,142,829,148,1,3426,5084.0,0.8159085496546797,0
C36710,5681,FuelSave,374,475,71,1,2290,17975.0,0.4030980461186411,0
C36711,9053,V-Power,190,198,191,1,4431,12234.0,0.4894510107146802,0
C36712,18984,V-Power Diesel,134,928,146,2,17188,5898.0,0.905394016013485,1
C36713,13468,V-Power,275,241,157,1,10879,7245.5,0.8077665577665578,0
C36714,10584,V-Power Sans Plomb,187,771,243,1,9785,3298.5,0.9245086923658352,1
C36715,13780,V-Power Diesel,263,903,351,4,11904,6607.0,0.8638606676342525,1
C36716,3254,V-Power Sans Plomb,366,370,197,3,1339,6020.5,0.4114935464044253,0
C36717,18356,V-Power Diesel,89,161,102,3,13325,13229.5,0.7259206798866855,0
C36718,17990,FuelSave,57,585,229,1,16616,7841.0,0.9236242356864925,1
C36719,11118,V-Power Diesel,135,35,184,4,4656,16909.0,0.4187803561791689,0
C36720,16317,V-Power,285,412,157,1,6076,26556.5,0.37237237237237236,1
C36721,2303,FuelSave,108,234,171,0,1548,4288.0,0.67216673903604,0
C36722,8772,V-Power Diesel,339,579,331,1,8103,3021.5,0.923734610123119,1
C36723,16168,V-Power,53,802,382,0,10752,14777.0,0.6650173181593271,0
C36724,7406,V-Power,181,283,322,1,4325,8588.5,0.5839859573318931,0
C36725,12431,V-Power Sans Plomb,222,21,12,4,6616,15192.5,0.5322178424905478,0
C36726,3488,FuelSave,255,252,145,2,3009,3247.0,0.8626720183486238,1
C36727,7704,V-Power Diesel,379,57,391,1,4591,8709.5,0.5959241952232607,0
C36728,13528,V-Power Diesel,156,372,159,1,6188,19137.0,0.4574216439976345,0
C36729,9016,FuelSave,180,50,259,0,5242,19359.0,0.581410825199645,0
C36730,2861,V-Power Sans Plomb,221,793,426,3,1520,5092.5,0.5312827682628452,0
C36731,18118,V-Power Sans Plomb,30,645,82,1,10290,20427.0,0.5679434816204879,0
C36732,16986,FuelSave,3,535,126,3,6413,53829.0,0.3775462145296126,1
C36733,15274,FuelSave,412,579,465,4,10109,27681.0,0.6618436558858191,0
C36734,5412,FuelSave,299,301,431,0,3543,10376.0,0.6546563192904656,0
C36735,1246,V-Power,93,207,101,3,1013,1283.5,0.8130016051364366,0
C36736,14873,FuelSave,382,966,241,1,4483,53639.0,0.3014186781415989,1
C36737,5408,V-Power Sans Plomb,248,390,52,2,1734,10075.0,0.3206360946745562,1
C36738,4191,V-Power Diesel,21,36,311,4,3296,3005.5,0.786447148651873,0
C36739,12177,V-Power Diesel,125,508,331,2,6516,15316.5,0.5351071692535108,0
C36740,3564,V-Power Sans Plomb,95,323,268,4,1272,6816.0,0.3569023569023569,1
C36741,2219,V-Power Diesel,395,635,356,3,1709,2961.0,0.7701667417755745,0
C36742,19086,V-Power Sans Plomb,29,406,192,1,16592,6962.0,0.869328303468511,1
C36743,6526,V-Power,4,159,178,2,4067,6688.5,0.623199509653693,0
C36744,11228,V-Power Diesel,193,565,46,1,6172,13544.0,0.5496971856074101,0
C36745,14573,V-Power,378,694,17,4,5785,23459.0,0.39696699375557537,1
C36746,8237,V-Power Diesel,197,596,354,3,3257,13897.0,0.3954109505888066,1
C36747,7684,FuelSave,106,906,90,1,5615,11547.0,0.730739198334201,0
C36748,2289,V-Power,106,847,52,0,1186,3762.5,0.5181301878549585,0
C36749,15075,V-Power,418,39,434,0,13528,4758.5,0.897379767827529,1
C36750,14186,V-Power,73,916,37,3,4778,24846.0,0.3368109403637389,1
C36751,14851,V-Power Sans Plomb,335,758,343,4,5000,26463.5,0.3366776648037169,1
C36752,759,V-Power Diesel,47,196,370,1,710,835.5,0.9354413702239789,1
C36753,18802,FuelSave,469,814,145,4,17299,9343.0,0.9200616955643016,1
C36754,14734,V-Power Sans Plomb,434,970,186,4,6121,23522.5,0.41543369078322245,0
C36755,15766,V-Power Diesel,77,378,99,1,13558,6174.0,0.8599517950019028,1
C36756,7752,V-Power,487,382,200,2,6767,3731.5,0.8729360165118679,1
C36757,599,V-Power Sans Plomb,143,373,359,0,539,1025.0,0.8998330550918197,1
C36758,4405,FuelSave,47,983,382,2,1762,14827.0,0.4,0
C36759,15590,V-Power,422,34,320,3,5174,27116.0,0.33187940987812703,1
C36760,2842,V-Power Sans Plomb,128,942,323,3,1013,6265.5,0.356439127375088,1
C36761,8591,V-Power,380,303,32,3,7665,3330.0,0.8922127808171342,1
C36762,5524,V-Power Diesel,15,793,410,2,4515,3940.5,0.8173425054308472,0
C36763,11941,V-Power Diesel,19,796,129,1,6519,14599.0,0.5459341763671385,0
C36764,14255,FuelSave,415,442,196,4,12264,11408.0,0.8603297088740792,1
C36765,17211,V-Power Diesel,385,526,42,3,15360,5880.5,0.8924525013073035,1
C36766,10043,V-Power Diesel,58,966,62,0,6372,10263.5,0.6344717713830529,0
C36767,2789,V-Power Diesel,250,848,180,4,1220,5600.5,0.437432771602725,0
C36768,18249,V-Power,442,868,178,4,16855,5373.0,0.9236122527261768,1
C36769,11854,V-Power,469,135,210,0,4616,18909.0,0.38940442044879364,1
C36770,11791,V-Power Diesel,260,40,101,4,9293,7046.0,0.7881434992791112,0
C36771,18292,V-Power,193,384,170,3,13905,12014.5,0.7601683796195058,0
C36772,10202,V-Power Diesel,240,415,249,1,3236,18419.0,0.3171927073122917,1
C36773,719,FuelSave,166,514,398,0,511,2118.0,0.7107093184979137,0
C36774,6907,V-Power Sans Plomb,43,672,217,0,5579,4252.0,0.8077312871000434,0
C36775,10860,V-Power Sans Plomb,168,335,241,1,4632,16414.0,0.4265193370165746,0
C36776,15905,V-Power Diesel,351,539,277,4,11493,12597.0,0.7226029550455831,0
C36777,14091,FuelSave,376,700,146,1,5163,45962.0,0.3664040877155631,1
C36778,3739,V-Power Diesel,61,440,250,2,2848,3178.5,0.7617009895694036,0
C36779,18153,V-Power Sans Plomb,74,234,259,0,17015,3412.0,0.9373106373602159,1
C36780,8042,FuelSave,281,825,19,2,6349,9790.0,0.7894802287988063,0
C36781,13067,V-Power,50,23,150,0,5662,18735.5,0.43330527282467285,0
C36782,7357,V-Power Sans Plomb,94,378,172,1,5084,6426.5,0.6910425445154275,0
C36783,567,V-Power Sans Plomb,462,99,185,2,372,1433.5,0.656084656084656,0
C36784,10363,V-Power Diesel,395,353,325,2,3902,17425.5,0.3765318923091769,1
C36785,2512,FuelSave,245,483,175,0,1731,4808.0,0.6890923566878981,0
C36786,19953,FuelSave,217,841,176,4,13145,35674.0,0.6587981757129254,0
C36787,790,V-Power,430,305,236,0,296,2206.0,0.37468354430379747,1
C36788,6812,FuelSave,304,409,165,4,3395,18363.0,0.49838520258367586,0
C36789,4179,V-Power Diesel,330,176,20,2,3505,2411.0,0.8387173965063413,0
C36790,5151,FuelSave,368,972,344,3,4165,6914.0,0.8085808580858086,0
C36791,852,FuelSave,213,711,408,1,278,4302.0,0.32629107981220656,1
C36792,18147,FuelSave,475,735,217,0,10865,37837.0,0.5987215517716427,0
C36793,18710,V-Power,277,255,474,2,17217,4938.5,0.9202030999465527,1
C36794,4878,V-Power,340,779,412,4,3832,4546.0,0.7855678556785568,0
C36795,18489,V-Power Sans Plomb,363,937,341,3,7034,30578.5,0.38044242522580995,1
C36796,3898,V-Power Sans Plomb,437,384,168,3,3404,2524.0,0.8732683427398666,1
C36797,3506,V-Power,329,938,81,1,1258,7068.0,0.35881346263548203,1
C36798,1504,FuelSave,308,46,151,4,893,3960.0,0.59375,0
C36799,15312,V-Power,293,188,270,2,12413,8198.5,0.8106713688610241,0
C36800,6467,V-Power,24,666,255,3,3648,8292.5,0.5640946342972012,0
C36801,6928,V-Power Diesel,252,337,133,2,4224,7682.0,0.6096997690531177,0
C36802,2578,FuelSave,102,969,390,3,1967,4816.0,0.7629945694336695,0
C36803,19379,V-Power,397,831,378,1,7997,30161.0,0.4126631921151762,0
C36804,2761,V-Power Diesel,239,720,181,2,2211,2715.0,0.8007968127490039,0
C36805,2237,V-Power Sans Plomb,34,211,437,0,1425,2712.0,0.6370138578453286,0
C36806,3596,V-Power Diesel,72,433,412,0,1917,5114.5,0.5330923248053393,0
C36807,8427,FuelSave,165,177,104,4,3012,27921.0,0.35742257030971875,1
C36808,2944,V-Power Sans Plomb,445,75,56,4,1813,3803.5,0.615828804347826,0
C36809,17220,V-Power Sans Plomb,100,976,427,3,16234,4268.0,0.9427409988385598,1
C36810,19867,FuelSave,3,468,65,4,11057,44986.0,0.5565510645794534,0
C36811,9659,V-Power Sans Plomb,334,681,397,1,6461,9507.0,0.6689098250336474,0
C36812,9363,V-Power Sans Plomb,412,682,149,1,6174,9315.5,0.6594040371675745,0
C36813,13556,V-Power Diesel,201,116,142,3,9503,10891.5,0.7010179994098554,0
C36814,11362,V-Power Sans Plomb,288,220,433,0,3418,20801.0,0.3008273191339553,1
C36815,11298,FuelSave,134,108,175,3,5087,31772.0,0.45025668259869006,0
